Date,Issuer,Symbol,Lead/Joint-Lead Manager,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng ,$ Chg Opening,$ Chg Close,Star Ratings,Performed
2013/1/18,CyrusOne ,CONE,Morgan Stanley/ BofA Merrill Lynch,$19.00 ,$21.01 ,$21.20 ,11.58%,$2.01 ,$2.20 ,2,
2013/1/18,Norwegian Cruise Line Holdings  ,NCLH,"UBS Investment Bank/ Barclays/ Citigroup/ Deutsche Bank Securities/ Goldman, Sachs/ J.P. Morgan",$19.00 ,$25.10 ,$24.79 ,30.47%,$6.10 ,$5.79 ,2,
2013/1/18,"SunCoke Energy Partners, L.P. ",SXCP,Barclays/ BofA Merrill Lynch/ Citigroup/ Credit Suisse/ J.P. Morgan,$19.00 ,$19.00 ,$18.25 ,-3.95%,$0.00 ,($0.75),2,Missed
2013/1/25,Bright Horizons Family Solutions ,BFAM,"Goldman, Sachs/ J.P. Morgan/ Barclays",$22.00 ,$27.75 ,$28.32 ,28.73%,$5.75 ,$6.32 ,3,
2013/1/25,LipoScience ,LPDX,Barclays Capital/ UBS Investment Bank/ Piper Jaffray,$9.00 ,$9.75 ,$10.45 ,16.11%,$0.75 ,$1.45 ,1,
2013/1/29,Gladstone Land ,LAND,Janney Montgomery Scott/ JMP Securities,$15.00 ,$15.15 ,$15.00 ,0.00%,$0.15 ,$0.00 ,1,
2013/1/29,Stemline Therapeutics ,STML,Aegis Capital,$10.00 ,$11.09 ,$11.80 ,18.00%,$1.09 ,$1.80 ,1,
2013/1/31,KaloBios Pharmaceuticals ,KBIO,Leerink Swann,$8.00 ,$8.16 ,$8.00 ,0.00%,$0.16 ,$0.00 ,1,
2013/1/31,TRI Pointe Homes ,TPH,Citigroup/ Deutsche Bank Securities/ FBR,$17.00 ,$19.56 ,$19.05 ,12.06%,$2.56 ,$2.05 ,3,
2013/2/1,Zoetis ,ZTS,J.P. Morgan/ BofA Merrill Lynch/ Morgan Stanley,$26.00 ,$31.50 ,$31.01 ,19.27%,$5.50 ,$5.01 ,3,
2013/2/6,"Boise Cascade, L.L.C., ",BCC,"BofA Merrill Lynch/ Goldman, Sachs",$21.00 ,$25.44 ,$26.15 ,24.52%,$4.44 ,$5.15 ,3,
2013/2/7,ExOne Company  (The) ,XONE,FBR,$18.00 ,$23.66 ,$26.52 ,47.33%,$5.66 ,$8.52 ,3,
2013/2/8,Health Insurance Innovations ,HIIQ,Credit Suisse/ Citigroup/ BofA Merrill Lynch,$14.00 ,$14.12 ,$13.70 ,-2.14%,$0.12 ,($0.30),1,
2013/2/8,New Source Energy Partners L.P. ,NSLP,Baird/ Stifel Nicolaus Weisel/ BMO Capital Markets/ Oppenheimer & Co.,$20.00 ,$20.00 ,$19.49 ,-2.55%,$0.00 ,($0.51),1,
2013/2/8,ZAIS Financial ,ZFC,Deutsche Bank Securities/ Citigroup/ Barclays/ Credit Suisse,$21.25 ,$20.50 ,$19.95 ,-6.12%,($0.75),($1.30),1,
2013/2/12,ConnectOne Bancorp ,CNOB,Stifel Nicolaus Weisel,$28.00 ,$30.50 ,$29.65 ,5.89%,$2.50 ,$1.65 ,2,
2013/2/14,Orchid Island Capital  ,ORC,Ladenburg Thalmann/ Oppenheimer,$15.00 ,$14.60 ,$14.80 ,-1.33%,($0.40),($0.20),1,
2013/2/15,XOOM ,XOOM,Barclays/ Needham,$16.00 ,$21.00 ,$25.49 ,59.31%,$5.00 ,$9.49 ,3,
2013/3/5,Professional Diversity Network ,IPDN,Aegis Capital ,$8.00 ,$7.93 ,$7.67 ,-4.13%,($0.07),($0.33),1,
2013/3/7,Artisan Partners Asset Management ,APAM,"Citigroup/ Goldman, Sachs",$30.00 ,$35.20 ,$38.83 ,29.43%,$5.20 ,$8.83 ,2,
2013/3/13,Silver Spring Networks ,SSNI,"Goldman, Sachs/ Credit Suisse",$17.00 ,$22.00 ,$22.00 ,29.41%,$5.00 ,$5.00 ,3,
2013/3/20,Model N ,MODN,J.P. Morgan/ Deutsche Bank Securities,$15.50 ,$20.30 ,$19.98 ,28.90%,$4.80 ,$4.48 ,3,
2013/3/20,Tetraphase Pharmaceuticals ,TTPH,Barclays/ BMO Capital Markets,$7.00 ,$7.20 ,$7.00 ,0.00%,$0.20 ,$0.00 ,1,
2013/3/21,Aviv REIT,AVIV,"Morgan Stanley/ BofA Merrill Lynch/ Goldman, Sachs",$20.00 ,$22.20 ,$22.55 ,12.75%,$2.20 ,$2.55 ,2,
2013/3/21,Enanta Pharmaceuticals  ,ENTA,J.P. Morgan/ Credit Suisse,$14.00 ,$14.58 ,$17.18 ,22.71%,$0.58 ,$3.18 ,2,
2013/3/22,Five Oaks Investment ,OAKS,"Barclays/ Credit Suisse/UBS Investment Bank/ Keefe, Bruyette & Woods ",$15.00 ,$14.58 ,$14.50 ,-3.33%,($0.42),($0.50),1,
2013/3/22,H2 Financial Management ,HTWO,EarlyBirdCapital,$10.00 ,$10.02 ,$10.02 ,0.20%,$0.02 ,$0.02 ,1,
2013/3/22,Marin Software ,MRIN,"Goldman, Sachs/ Deutsche Bank Securities",$14.00 ,$19.00 ,$16.26 ,16.14%,$5.00 ,$2.26 ,3,
2013/3/22,West Corporation ,WSTC,Goldman Sachs/Morgan Stanley/JP Morgan,$20.00 ,$19.00 ,$18.86 ,-5.70%,($1.00),($1.14),1,
2013/3/27,Garrison Capital  ,GARS,Baird/ Oppenheimer,$15.00 ,$15.00 ,$15.00 ,0.00%,$0.00 ,$0.00 ,1,
2013/3/27,NV5 Holdings ,NVEE.U,Roth Capital Partners,$6.00 ,$8.00 ,$6.42 ,7.00%,$2.00 ,$0.42 ,1,
2013/3/28,Pinnacle Foods  ,PF,"Barclays/ BofA Merrill Lynch/ Credit Suisse/ Goldman, Sachs/ Morgan Stanley/ UBS Investment Bank",$20.00 ,$22.26 ,$22.21 ,11.05%,$2.26 ,$2.21 ,3,
2013/4/3,Independent Bank Group ,IBTX,"Sandler O'Neill & Partners/ Evercore/ Keefe, Bruyette & Woods",$26.00 ,$30.00 ,$29.36 ,12.92%,$4.00 ,$3.36 ,2,
2013/4/5,Cancer Genetics ,CGIX,Aegis Capital/ Feltl and Company,$10.00 ,$10.00 ,$11.25 ,12.50%,$0.00 ,$1.25 ,1,
2013/4/10,KNOT Offshore Partners LP  ,KNOP,BofA Merrill Lynch/ Citigroup,$21.00 ,$23.00 ,$21.79 ,3.76%,$2.00 ,$0.79 ,2,
2013/4/10,Taylor Morrison Home   ,TMHC,Credit Suisse/ Citigroup/ Zelman Partners,$22.00 ,$23.35 ,$23.04 ,4.73%,$1.35 ,$1.04 ,3,
2013/4/11,Chimerix ,CMRX,Morgan Stanley/ Cowen and Company,$14.00 ,$15.14 ,$18.79 ,34.21%,$1.14 ,$4.79 ,1,
2013/4/11,Omthera Pharmaceuticals ,OMTH,BofA Merrill Lynch/ Barclays/ Leerink Swann,$8.00 ,$7.40 ,$7.43 ,-7.13%,($0.60),($0.57),1,
2013/4/12,EVERTEC  ,EVTC,"Goldman, Sachs/ J.P. Morgan",$20.00 ,$21.85 ,$20.44 ,2.20%,$1.85 ,$0.44 ,2,
2013/4/12,Rally Software Development ,RALY,Deutsche Bank Securities/ Piper Jaffray,$14.00 ,$17.10 ,$17.81 ,27.21%,$3.10 ,$3.81 ,3,
2013/4/16,Fairway Group Holdings  ,FWM,Credit Suisse/ BofA Merrill Lynch/ Jefferies/ William Blair,$14.00 ,$18.00 ,$17.35 ,23.93%,$4.00 ,$3.35 ,3,
2013/4/18,Hannon Armstrong Sustainable Infrastructure Capital  ,HASI,BofA Merrill Lynch/ UBS Investment Bank/ Wells Fargo Securities,$12.50 ,$11.60 ,$11.40 ,-8.80%,($0.90),($1.10),1,
2013/4/18,Intelsat S.A.   ,I,"Goldman, Sachs/ J.P. Morgan/ Morgan Stanley",$18.00 ,$17.00 ,$19.25 ,6.94%,($1.00),$1.25 ,1,
2013/4/18,Taminco   ,TAM,"Citigroup/ Goldman, Sachs/ Credit Suisse/ J.P. Morgan/ Deutsche Bank Securities/ Jefferies/ Morgan Stanley/ UBS Investment Bank",$15.00 ,$14.12 ,$14.55 ,-3.00%,($0.88),($0.45),1,
2013/4/19,Blackhawk Network Holdings  ,HAWK,"Goldman, Sachs/ BofA Merrill Lynch/ Citigroup/ Deutsche Bank Securities",$23.00 ,$25.00 ,$26.01 ,13.09%,$2.00 ,$3.01 ,2,
2013/4/19,SeaWorld Entertainment  ,SEAS,"Goldman, Sachs/ J.P. Morgan",$27.00 ,$30.56 ,$33.52 ,24.15%,$3.56 ,$6.52 ,2,
2013/5/1,Ellington Residential Mortgage REIT   ,EARN,Credit Suisse/ Deutsche Bank Securities/ Citigroup/ UBS Investment Bank,$20.00 ,$19.00 ,$19.21 ,-3.95%,($1.00),($0.79),1,
2013/5/2,ING U.S. ,VOYA,"Morgan Stanley/ Goldman, Sachs/ Citigroup/ BofA Merrill Lynch/ Credit Suisse/ Deutsche Bank Securities/ J.P. Morgan",$19.50 ,$19.25 ,$20.84 ,6.87%,($0.25),$1.34 ,1,
2013/5/2,Insys Therapeutics ,INSY,Wells Fargo Securities/ JMP Securities,$8.00 ,$8.50 ,$9.58 ,19.75%,$0.50 ,$1.58 ,1,
2013/5/3,QIWI plc  ,QIWI,J.P. Morgan/ Credit Suisse,$17.00 ,$17.00 ,$17.08 ,0.47%,$0.00 ,$0.08 ,2,Missed
2013/5/3,Harvest Capital Credit ,HCAP,"Keefe, Bruyette & Woods (A Stifel Company )/ JMP Securities/ William Blair",$15.00 ,$15.00 ,$15.00 ,0.00%,$0.00 ,$0.00 ,1,
2013/5/8,Armada Hoffler Properties   ,AHH,Baird/ Raymond James/ Stifel,$11.50 ,$11.50 ,$11.50 ,0.00%,$0.00 ,$0.00 ,1,
2013/5/9,American Residential Properties  ,ARPI,Morgan Stanley/ BofA Merrill Lynch/ FBR/ Jefferies,$21.00 ,$21.00 ,$21.00 ,0.00%,$0.00 ,$0.00 ,1,
2013/5/9,CYAN  ,CYNI,"Goldman, Sachs/ J.P. Morgan",$11.00 ,$10.05 ,$11.14 ,1.27%,($0.95),$0.14 ,2,Missed
2013/5/9,Emerge Energy Services LP   ,EMES,Citigroup/ Wells Fargo Securities/ J.P. Morgan,$17.00 ,$16.90 ,$16.55 ,-2.65%,($0.10),($0.45),2,Missed
2013/5/9,PennyMac Financial Services  ,PFSI,"Citigroup/ BofA Merrill Lynch/ Credit Suisse/ Goldman, Sachs",$18.00 ,$18.25 ,$19.10 ,6.11%,$0.25 ,$1.10 ,1,
2013/5/9,Quintiles Transnational Holdings  ,Q,Morgan Stanley/ Barclays/ J.P. Morgan,$40.00 ,$43.70 ,$42.11 ,5.28%,$3.70 ,$2.11 ,3,
2013/5/9,Receptos ,RCPT,Credit Suisse/ Leerink Swann/ BMO Capital Markets,$14.00 ,$15.00 ,$14.00 ,0.00%,$1.00 ,$0.00 ,1,
2013/5/9,TriState Capital Holdings ,TSC,"Sandler O¡¯Neill + Partners, L.P.",$11.50 ,$12.53 ,$12.59 ,9.48%,$1.03 ,$1.09 ,2,
2013/5/10,BioAmber ,BIOAU,Credit Suisse,$10.00 ,$10.00 ,$8.40 ,-16.00%,$0.00 ,($1.60),1,
2013/5/10,Capitol Acquisition  ,CLACU,Citigroup/ Deutsche Bank Securities,$10.00 ,$10.00 ,$10.01 ,0.10%,$0.00 ,$0.01 ,1,
2013/5/10,First NBC Bank Holding ,NBCB,"SANDLER O¡¯NEILL + PARTNERS/ Keefe, Bruyette & Woods (A Stifel Company )",$24.00 ,$25.00 ,$24.50 ,2.08%,$1.00 ,$0.50 ,2,
2013/5/14,"Tallgrass Energy Partners, LP   ",TEP,Barclays/ Citigroup,$21.50 ,$22.00 ,$21.50 ,0.00%,$0.50 ,$0.00 ,1,
2013/5/16,Ambit Biosciences ,AMBI,Citigroup/ Leerink Swann,$8.00 ,$8.00 ,$7.39 ,-7.63%,$0.00 ,($0.61),1,
2013/5/16,William Lyon Homes ,WLH,Credit Suisse/ Citigroup/ J.P. Morgan,$25.00 ,$27.11 ,$25.50 ,2.00%,$2.11 ,$0.50 ,2,
2013/5/17,Marketo ,MKTO,"Goldman, Sachs/ Credit Suisse",$13.00 ,$20.00 ,$23.10 ,77.69%,$7.00 ,$10.10 ,3,
2013/5/17,Tableau Software ,DATA,"Goldman, Sachs/ Morgan Stanley",$31.00 ,$47.00 ,$50.75 ,63.71%,$16.00 ,$19.75 ,3,
2013/5/22,Alcobra Ltd. ,ADHD,Aegis Capital,$8.00 ,$8.25 ,$7.55 ,-5.63%,$0.25 ,($0.45),1,
2013/5/22,Portola Pharmaceuticals  ,PTLA,Morgan Stanley/ Credit Suisse,$14.50 ,$15.25 ,$15.15 ,4.48%,$0.75 ,$0.65 ,2,
2013/5/23,ChannelAdvisor ,ECOM,"Goldman, Sachs/ Stifel",$14.00 ,$17.60 ,$18.44 ,31.71%,$3.60 ,$4.44 ,3,
2013/5/23,Constellium Holdco B.V. ,CSTM,"Goldman, Sachs/ Deutsche Bank Securities/ J.P. Morgan",$15.00 ,$13.50 ,$14.53 ,-3.13%,($1.50),($0.47),1,
2013/5/23,Global Brass and Copper Holdings ,BRSS,"Goldman, Sachs & Co./ Morgan Stanley",$11.00 ,$11.75 ,$13.55 ,23.18%,$0.75 ,$2.55 ,1,
2013/5/23,Ply Gem Holdings ,PGEM,"J.P. Morgan/ Credit Suisse/ Goldman, Sachs/ UBS Investment Bank/ Deutsche Bank Securities",$21.00 ,$22.35 ,$23.30 ,10.95%,$1.35 ,$2.30 ,3,
2013/5/31,Epizyme ,EPZM,Citigroup/ Cowen and Company/ Leerink Swann,$15.00 ,$20.00 ,$22.99 ,53.27%,$5.00 ,$7.99 ,2,
2013/6/5,RCS Capital ,RCAP,JMP Securities/ Ladenburg Thalmann,$20.00 ,$19.75 ,$19.78 ,-1.10%,($0.25),($0.22),1,
2013/6/6,"LightInTheBox Holding Co., Ltd.   ",LITB,Credit Suisse/ Stifel,$9.50 ,$11.16 ,$11.61 ,22.21%,$1.66 ,$2.11 ,2,
2013/6/7,Textura   ,TXTR,Credit Suisse/ William Blair,$15.00 ,$24.00 ,$20.94 ,39.60%,$9.00 ,$5.94 ,3,
2013/6/12,Gigamon ,GIMO,"Goldman, Sachs/ BofA Merrill Lynch/ Credit Suisse",$19.00 ,$23.08 ,$28.47 ,49.84%,$4.08 ,$9.47 ,3,
2013/6/13,Coty  ,COTY,BofA Merrill Lynch/ J.P. Morgan/ Morgan Stanley/ Barclays/ Deutsche Bank Securities/ Wells Fargo Securities,$17.50 ,$17.30 ,$17.36 ,-0.80%,($0.20),($0.14),3,Missed
2013/6/20,bluebird bio ,BLUE,J.P. Morgan/ BofA Merrill Lynch,$17.00 ,$25.72 ,$26.39 ,55.24%,$8.72 ,$9.39 ,3,
2013/6/21,PTC Therapeutics   ,PTCT,J.P. Morgan/ Credit Suisse,$15.00 ,$15.85 ,$16.49 ,9.93%,$0.85 ,$1.49 ,3,
2013/6/21,Gogo ,GOGO,Morgan Stanley/ J .P. Morgan/ UBS Securities,$17.00 ,$16.00 ,$16.00 ,-5.88%,($1.00),($1.00),3,Missed
2013/6/26,Esperion Therapeutics ,ESPR,Credit Suisse/ Citigroup,$15.00 ,$17.00 ,$14.50 ,-3.33%,$2.00 ,($0.50),2,
2013/6/26,Luxoft Holding ,LXFT,UBS Investment Bank/ Credit Suisse/ J.P. Morgan,$17.00 ,$18.55 ,$20.30 ,19.41%,$1.55 ,$3.30 ,2,
2013/6/26,NanoString Technologies ,NSTG,J.P. Morgan/ Morgan Stanley,$10.00 ,$9.90 ,$8.06 ,-19.40%,($0.10),($1.94),1,
2013/6/27,Aratana Therapeutics  ,PETX,Stifel/ Lazard Capital Markets,$6.00 ,$7.00 ,$8.26 ,37.67%,$1.00 ,$2.26 ,1,
2013/6/27,CDW Corp  ,CDW,"J.P. Morgan/ Barclays/ Goldman, Sachs",$17.00 ,$17.68 ,$18.37 ,8.06%,$0.68 ,$1.37 ,1,
2013/6/27,HD Supply Holdings ,HDS,BofA Merrill Lynch/ Barclays/ J.P. Morgan/ Credit Suisse,$18.02 ,$18.55 ,$18.66 ,3.55%,$0.53 ,$0.64 ,1,
2013/6/27,MedWorth Acquisition ,MWRX,EarlyBirdCapital,$8.00 ,$8.01 ,$8.01 ,0.12%,$0.01 ,$0.01 ,1,
2013/6/27,Silvercrest Asset Management Group (SAMG),SAMG,Sandler ONeill & Partners/ Raymond James,$11.00 ,$11.40 ,$11.83 ,7.55%,$0.40 ,$0.83 ,1,
2013/6/27,Tremor Video  ,TRMR,Credit Suisse/ Jefferies,$10.00 ,$11.00 ,$8.50 ,-15.00%,$1.00 ,($1.50),2,
2013/6/28,Noodles & Company ,NDLS,Morgan Stanley/ UBS Securities,$18.00 ,$32.00 ,$36.75 ,104.17%,$14.00 ,$18.75 ,3,
2013/6/28,Prosensa Holding B.V. ,RNA,J.P. Morgan/ Citigroup/ Leerink Swann,$13.00 ,$20.00 ,$19.25 ,48.08%,$7.00 ,$6.25 ,2,
2013/7/12,Fifth Street Senior Floating Rate (  FSFR),FSFR,  Morgan Stanley/ Deutsche Bank Securities/ UBS Investment Bank/ Barclays/ RBC Capital Markets/ Oppenheimer,$15.00 ,$14.12 ,$14.15 ,-5.67%,($0.88),($0.85),1,
2013/7/17,NRG Yield  ,NYLD,BofA Merrill Lynch,$22.00 ,$26.69 ,$27.25 ,23.86%,$4.69 ,$5.25 ,2,
2013/7/18,OncoMed Pharmaceuticals ,OMED,Jefferies/ Leerink Swann,$17.00 ,$28.16 ,$27.18 ,59.88%,$11.16 ,$10.18 ,3,
2013/7/18,UCP ,UCP,Citigroup/ Deutsche Bank Securities/ Zelman Partners LLC,$15.00 ,$17.75 ,$14.00 ,-6.67%,$2.75 ,($1.00),2,Missed
2013/7/19,Diamond Resorts International ,DRII,Credit Suisse/ BofA Merrill Lynch/ J.P. Morgan/ Guggenheim Securities,$14.00 ,$14.56 ,$16.15 ,15.36%,$0.56 ,$2.15 ,1,
2013/7/19,Physicians Realty Trust ,DOC,Wunderlich Securities/ Oppenheimer/ Janney Montgomery Scott/ JMP Securities/ BB&T Capital Markets,$11.50 ,$11.50 ,$11.67 ,1.48%,$0.00 ,$0.17 ,1,
2013/7/19,RetailMeNot ,SALE,Morgan Stanley/ Goldman Sachs/ Credit Suisse,$21.00 ,$26.50 ,$27.70 ,31.90%,$5.50 ,$6.70 ,2,
2013/7/19,Rexford Industrial Realty ,REXR,BofA Merrill Lynch/ Wells Fargo Securities/ FBR,$14.00 ,$14.75 ,$14.04 ,0.29%,$0.75 ,$0.04 ,1,
2013/7/23,Phillips 66 Partners LP  ,PSXP,J.P. Morgan/ Morgan Stanley,$23.00 ,$28.98 ,$29.70 ,29.13%,$5.98 ,$6.70 ,3,
2013/7/24,Agios Pharmaceuticals ,AGIO,"J.P. Morgan/ Goldman, Sachs & Co.",$18.00 ,$29.00 ,$31.28 ,73.78%,$11.00 ,$13.28 ,3,
2013/7/24,Heat Biologics ,HTBX,Aegis Capital Corp.,$10.00 ,$10.00 ,$9.57 ,-4.30%,$0.00 ,($0.43),1,
2013/7/24,Jones Energy ,JONE,J.P. Morgan/ Barclays/ Wells Fargo Securities,$15.00 ,$14.04 ,$13.83 ,-7.80%,($0.96),($1.17),1,
2013/7/25,Cellular Dynamics International ,ICEL,J.P. Morgan,$12.00 ,$11.00 ,$9.50 ,-20.83%,($1.00),($2.50),3,Missed
2013/7/25,Conatus Pharmaceuticals ,CNAT,Stifel/ Piper Jaffray,$11.00 ,$11.21 ,$9.50 ,-13.64%,$0.21 ,($1.50),2,Missed
2013/7/25,Onconova Therapeutics ,ONTX,Citigroup/ Leerink Swann,$15.00 ,$25.00 ,$19.88 ,32.53%,$10.00 ,$4.88 ,3,
2013/7/25,Silver Eagle Acquisition ,EAGLU,Deutsche Bank Securities,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1,
2013/7/25,WCI Communities ,WCIC,Citigroup/ Credit Suisse/ J.P. Morgan,$15.00 ,$15.25 ,$15.12 ,0.80%,$0.25 ,$0.12 ,1,
2013/7/26,Liquid Holdings Group ,LIQD,Sandler ONeill & Partners,$9.00 ,$9.06 ,$7.64 ,-15.11%,$0.06 ,($1.36),1,
2013/7/26,"Marlin Midstream Partners, LP  ",FISH,Stifel/ Baird/ Oppenheimer,$20.00 ,$19.51 ,$19.50 ,-2.50%,($0.49),($0.50),2,Missed
2013/8/1,American Homes 4 Rent  ,AMH,"Goldman, Sachs/ BofA Merrill Lynch/ J.P. Morgan/ Wells Fargo Securities",$16.00 ,$15.59 ,$13.50 ,-15.63%,($0.41),($2.50),1,
2013/8/1,Ardmore Shipping ,ASC,Morgan Stanley/ Jefferies/ Clarkson Capital Markets,$14.00 ,$13.50 ,$15.60 ,11.43%,($0.50),$1.60 ,1,
2013/8/1,Sprouts Farmers Markets ,SFM,"Goldman, Sachs/ Credit Suisse/ BofA Merrill Lynch",$18.00 ,$35.00 ,$40.11 ,122.83%,$17.00 ,$22.11 ,3,
2013/8/2,Athlon Energy  ,ATHL,Citigroup,$20.00 ,$26.00 ,$27.56 ,37.80%,$6.00 ,$7.56 ,2,
2013/8/2,Control4 Corporation   ,CTRL,BofA Merrill Lynch/ Raymond James,$16.00 ,$18.70 ,$20.50 ,28.13%,$2.70 ,$4.50 ,2,
2013/8/2,Marrone Bio Innovations ,MBII,Jefferies/ Piper Jaffray,$12.00 ,$13.09 ,$13.75 ,14.58%,$1.09 ,$1.75 ,1,
2013/8/7,YuMe  ,YUME,Citigroup/ Deutsche Bank Securities,$9.00 ,$9.00 ,$9.00 ,0.00%,$0.00 ,$0.00 ,1,
2013/8/8,Fox Factory Holding  ,FOXF,Baird/ William Blair/ Piper Jaffray,$15.00 ,$18.22 ,$18.61 ,24.07%,$3.22 ,$3.61 ,3,
2013/8/8,Intrexon ,XONE,J.P. Morgan/ Barclays,$16.00 ,$21.10 ,$24.73 ,54.56%,$5.10 ,$8.73 ,3,
2013/8/9,Cvent  ,CVT,"Morgan Stanley/ Goldman, Sachs",$21.00 ,$38.00 ,$32.92 ,56.76%,$17.00 ,$11.92 ,3,
2013/8/9,Franks International N.V. ,FI,Barclays/ Credit Suisse/ Simmons & Company,$22.00 ,$27.25 ,$26.35 ,19.77%,$5.25 ,$4.35 ,3,
2013/8/9,"QEP Midstream Partners, LP ",QEPM,"Wells Fargo Securities/ Morgan Stanley/ Citigroup/ Deutsche Bank Securities/ J.P. Morgan/ Goldman, Sachs",$21.00 ,$23.37 ,$22.25 ,5.95%,$2.37 ,$1.25 ,1,Missed
2013/8/9,Quinpario Acquisition ,QPACU,C&Co/PrinceRidge,$10.00 ,$10.00 ,$10.04 ,0.40%,$0.00 ,$0.04 ,1,
2013/8/9,Stock Building Supply Holdings ,STCK,"Goldman, Sachs/ Barclays/ Citigroup",$14.00 ,$14.76 ,$14.43 ,3.07%,$0.76 ,$0.43 ,1,
2013/8/9,"World Point Terminals, LP ",WPT,BofA Merrill Lynch,$20.00 ,$19.50 ,$19.56 ,-2.20%,($0.50),($0.44),1,
2013/8/13,China Commercial Credit  ,CCCR,Burnham Securities,$6.50 ,$6.00 ,$6.39 ,-1.69%,($0.50),($0.11),1,
2013/8/13,Independence Realty Trust ,IRT,Ladenburg Thalmann/ Compass Point/ JMP Securities,$8.50 ,$8.09 ,$8.45 ,-0.59%,($0.41),($0.05),1,
2013/8/14,Envision Healthcare Holdings ,EVH,"Goldman, Sachs/ Barclays/ BofA Merrill Lynch/ Citigroup",$23.00 ,$25.25 ,$25.15 ,9.35%,$2.25 ,$2.15 ,3,
2013/8/15,Third Point Reinsurance ,TPRE,J.P. Morgan/ Credit Suisse/ Morgan Stanley/ BofA Merrill Lynch/ Citigroup,$12.50 ,$12.25 ,$13.06 ,4.48%,($0.25),$0.56 ,1,
2013/8/22,Regado Biosciences ,RGDO,Cowen and Company/ BMO Capital Markets,$4.00 ,$5.00 ,$4.70 ,17.50%,$1.00 ,$0.70 ,1,
2013/9/13,OCI Resources LP   ,OCIR,"Citigroup/ Goldman, Sachs",$19.00 ,$18.25 ,$18.00 ,-5.26%,($0.75),($1.00),2,Missed
2013/9/17,ROI Acquisition Corp. II  ,ROIQU,Deutsche Bank Securities,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1,
2013/9/18,Benefitfocus ,BNFY,"Goldman, Sachs/ Deutsche Bank Securities/ Jefferies",$26.50 ,$42.27 ,$53.55 ,102.08%,$15.77 ,$27.05 ,3,
2013/9/18,Five Prime Therapeutics ,FPRX,Jefferies/ BMO Capital Markets/ Wells Fargo Securities,$13.00 ,$16.00 ,$13.08 ,0.62%,$3.00 ,$0.08 ,3,
2013/9/18,Volaris Aviation Holding  ,VLRS,Deutsche Bank Securities/ Morgan Stanley / UBS Investment Bank,$12.00 ,$12.76 ,$14.01 ,16.75%,$0.76 ,$2.01 ,1,Missed
2013/9/19,Acceleron Pharma  ,XLRN,Citigroup/ Leerink Swann,$15.00 ,$18.86 ,$19.99 ,33.27%,$3.86 ,$4.99 ,3,
2013/9/20,BIND Therapeutics ,BIND,Credit Suisse/ Cowen and Company,$15.00 ,$15.00 ,$14.09 ,-6.07%,$0.00 ,($0.91),2,Missed
2013/9/20,ClubCorp Holdings ,MYCC,"Goldman, Sachs/ Jefferies/ Citigroup",$14.00 ,$15.25 ,$14.50 ,3.57%,$1.25 ,$0.50 ,1,
2013/9/20,FireEye ,FEYE,"Morgan Stanley, Goldman, Sachs/ J.P. Morgan/ Barclays/",$20.00 ,$40.30 ,$36.00 ,80.00%,$20.30 ,$16.00 ,3,
2013/9/20,Rocket Fuel   ,FUEL,Credit Suisse/ Citigroup,$29.00 ,$59.95 ,$56.10 ,93.45%,$30.95 ,$27.10 ,3,
2013/9/25,Capitala Finance ,CPTA,Deutsche Bank Securities/ UBS Investment Bank/ Barclays,$20.00 ,$19.15 ,$18.80 ,-6.00%,($0.85),($1.20),1,
2013/9/25,Evoke Pharma ,EVOK,Aegis Capital Corp.,$12.00 ,$11.15 ,$11.74 ,-2.17%,($0.85),($0.26),1,
2013/9/25,Foundation Medicine ,FMI,"Goldman, Sachs/ J.P. Morgan",$18.00 ,$31.50 ,$35.35 ,96.39%,$13.50 ,$17.35 ,3,
2013/9/25,Ophthotech  ,OPHT,Morgan Stanley/ J.P. Morgan,$22.00 ,$23.06 ,$26.30 ,19.55%,$1.06 ,$4.30 ,3,
2013/9/26,Applied Optoelectronics  ,AAOI,Raymond James/ Piper Jaffray,$10.00 ,$10.00 ,$9.96 ,-0.40%,$0.00 ,($0.04),1,
2013/9/26,Covisint ,COVS,Credit Suisse/ Pacific Crest Securities,$10.00 ,$12.60 ,$12.31 ,23.10%,$2.60 ,$2.31 ,2,
2013/9/26,Montage Technology Group ,MONT,Deutsche Bank Securities/ Barclays/ Stifel,$10.00 ,$10.00 ,$12.80 ,28.00%,$0.00 ,$2.80 ,1,
2013/9/26,Premier ,PINC,J.P. Morgan/ BofA Merrill Lynch/ Wells Fargo Securities,$27.00 ,$31.00 ,$30.65 ,13.52%,$4.00 ,$3.65 ,3,
2013/9/27,Enzymotec ,ENZY,BofA Merrill Lynch/ Jefferies,$14.00 ,$14.25 ,$18.16 ,29.71%,$0.25 ,$4.16 ,1,
2013/9/27,Pattern Energy Group ,PEGI,BMO Capital Markets/ RBC Capital Markets/ Morgan Stanley,$22.00 ,$24.10 ,$23.27 ,5.77%,$2.10 ,$1.27 ,2,
2013/9/27,RingCentral ,RNG,"Goldman, Sachs/ J.P. Morgan/ BofA Merrill Lynch",$13.00 ,$17.25 ,$18.20 ,40.00%,$4.25 ,$5.20 ,3,
